,0
HrblEvr_0,0.8033874471150946
HrblEvr_1,1.1103566680483827
Adph_0,-0.1889931267846819
Bcoh_0,-0.22318872768522735
Q10_0,-0.03691317632721247
CrnP_0,0.4231724598796573
Dong_0,-0.11758472830230966
EPA_0,0.09207683375360366
GarP_0,0.357663910235896
Gnko_0,0.08073700246620974
Gnsg_0,-0.47956502935746875
Gpsd_0,-0.11079577518354444
Gluc_0,0.043077918230899494
Chon_0,0.0
Lutn_0,0.41402495320713134
Lyco_0,0.510294791955007
Mltn_0,0.1429891171473932
MSM_0,-0.5468305436818743
Soy_0,-0.12383434659578153
SJW_0,-0.45561708097566905
