,0
ColdC_5,0.0
ColdC_6,-0.11028556869970348
ColdCSv_1,0.0
ColdCSv_2,0.0
CookC_0,0.21876042293825143
CookCSv_1,0.0
CookCSv_2,0.0
MilkC_6,-0.07444388318052471
MilkC_7,0.0
MilkCSv_1,0.0
MilkCSv_2,0.0
Pncak_1,0.10022782357699123
Pncak_2,0.16025780854436733
Pncak_3,0.0
PncakSv_1,0.0
PncakSv_2,0.0
Muffn_0,0.0
Muffn_1,0.006621260989866278
Muffn_3,0.0
MuffnSv_1,0.0
MuffnSv_2,0.0
WhtBrd_6,0.0
WhtBrdSv_1,0.0
WhtBrdSv_2,0.014206176811739734
ButBrd_6,0.0
ButBrdSv_1,0.21142729361041443
ButBrdSv_2,0.0
Jam_1,0.0
Jam_3,0.0
JamSv_1,0.0
JamSv_2,0.0
Gbar_0,-0.22976950065319227
Gbar_1,0.0
GbarSv_1,0.0
GbarSv_2,0.0
Sbar_0,0.03474004801994304
SbarSv_2,0.0
LFChip_0,-0.019988846633723845
LFChip_1,-0.029790794120624468
LFChip_3,0.034957716743633765
LFChipSv_1,0.0
LFChipSv_2,0.0
RChip_1,0.0
RChip_3,0.0
RChipSv_1,0.0
RChipSv_2,0.0
LFCrk_0,0.1025141112069232
LFCrk_1,0.0
LFCrkSv_1,-0.06943121853358582
LFCrkSv_2,0.0
RCrk_0,0.0
RCrk_1,0.0
RCrk_3,0.004266509703774325
RCrkSv_1,0.0
RCrkSv_2,0.0
Pbutt_3,0.0
PbuttSv_1,0.0
PbuttSv_2,0.05405740255494527
Eggs_3,0.0
Eggs_4,0.1258542628435245
Eggs_5,0.0
EggsSv_1,0.0
EggsSv_2,0.0
Bacon_1,0.0
Bacon_3,0.0
BaconSv_1,0.0
BaconSv_2,-0.038466775546020696
LFDog_0,0.0
LFDog_1,0.0
LFDogSv_2,0.0
RDog_0,0.0
RDog_1,0.0
RDog_2,0.010884695556478249
RDog_3,0.0
RDogSv_1,-0.007558638588565801
RDogSv_2,0.0
LFLnch_3,0.2576921382723966
LFLnchSv_1,0.0
LFLnchSv_2,-0.19271413512406804
RLnch_0,0.2872015109490194
RLnch_1,0.0
RLnchSv_1,0.0
RLnchSv_2,0.0
Beef_3,0.0
Beef_4,0.0
Beef_5,0.020486154138542847
Beef_6,0.0
BeefSv_1,0.0
BeefSv_2,0.0
Tuna_1,-0.09564484243717343
Tuna_2,0.0
Tuna_3,-0.06501772490828195
Tuna_4,0.01143742716599694
TunaSv_1,-0.01190214992314866
TunaSv_2,0.0
GrndMt_3,0.0
GrndMt_4,0.00406918202080617
GrndMt_5,0.0
GrndMtSv_1,0.0
GrndMtSv_2,0.0
Liver_0,0.26068021039908246
Liver_1,0.0
LiverSv_2,0.0
FryCkn_0,0.0
FryCkn_1,0.014494895703408903
FryCknSv_1,0.0
FryCknSv_2,0.0
RstCkn_3,-0.03756849490644841
RstCkn_4,0.0
RstCkn_5,0.0
RstCknSv_1,-0.15327545245738755
RstCknSv_2,0.0
FryFsh_0,0.10239279640111472
FryFsh_1,0.0
FryFsh_2,0.0
FryFsh_3,0.0
FryFshSv_1,0.0
FryFshSv_2,0.0
ShlFsh_0,0.07952251538969865
ShlFsh_1,0.0
ShlFsh_2,0.0
ShlFshSv_2,0.0
WhtFsh_0,0.0
WhtFsh_1,0.0
WhtFsh_2,0.024029559068738486
WhtFsh_3,0.0
WhtFshSv_2,0.0
DrkFsh_0,0.0
DrkFsh_1,0.0
DrkFshSv_2,0.0
Gravy_0,0.3170224809494753
Gravy_1,0.14839529238168386
Gravy_3,0.0
GravySv_1,0.0
GravySv_2,0.0
Ktchup_3,0.0
KtchupSv_1,0.0
KtchupSv_2,0.13276654115998907
Salsa_0,-0.4255160270202108
Salsa_1,0.0
SalsaSv_1,0.0
SalsaSv_2,0.006870081581660569
Mayo_3,0.0
MayoSv_1,0.0
MayoSv_2,0.0
Stew_1,0.0
Stew_2,0.0
Stew_3,0.0
StewSv_1,0.0
StewSv_2,0.0
StewSv_3,0.0
Chili_0,0.07743608872984378
Chili_1,0.0
Chili_2,0.01782396608341344
Chili_3,-0.02486365504898154
ChiliSv_2,0.0
ChiliSv_3,0.0
Asian_0,-0.05097641314769302
Asian_1,0.0
AsianSv_2,0.0
SpMt_3,0.0
SpMt_4,0.0
SpMtSv_2,0.0
SpMtSv_3,0.15099703839436832
SpTom_0,0.0
SpTom_1,0.0
SpTom_2,0.0
SpTom_3,0.0
SpTomSv_2,0.0
SpTomSv_3,0.1140238459160937
SpOil_0,0.0
SpOil_1,0.0
SpOil_2,0.0
SpOil_3,0.11972097342207462
SpOilSv_1,0.0
SpOilSv_2,0.0
SpOilSv_3,0.0
Tofu_0,0.0
TofuSv_2,0.0
Pizza_1,0.0
Pizza_2,0.0
Pizza_3,0.046608864474579834
Pizza_4,0.0
PizzaSv_1,-0.05504065472779575
PizzaSv_2,0.0
PizzaSv_3,0.03275217436532956
Taco_0,-0.15996842162001343
Taco_1,0.0
Taco_2,0.340289096994479
TacoSv_2,0.0
BrthSp_1,0.15534287724844872
BrthSp_2,0.0
BrthSp_3,-0.03823921842638243
BrthSpSv_1,-0.004185490626916533
BrthSpSv_2,0.0
CrmSp_0,0.014838879281721753
CrmSp_1,0.06468380454387011
CrmSp_2,0.0
CrmSpSv_1,0.0
CrmSpSv_2,0.0
BeanSp_0,0.0058181692248547145
BeanSp_1,0.0
BeanSpSv_2,0.04219384373998285
Miso_0,0.0
MisoSv_2,0.0
Ramen_0,0.0
RamenSv_2,0.0
Cottag_0,0.0
Cottag_1,0.035051537714696795
Cottag_2,0.0
Cottag_3,0.05521425270420054
CottagSv_1,0.0
CottagSv_2,0.018123561800752717
LFChs_0,0.0
LFChs_1,-0.04767955785243845
LFChsSv_1,0.0
LFChsSv_2,0.0
OthChs_3,0.0
OthChs_4,0.0
OthChs_5,0.0
OthChsSv_1,0.0
OthChsSv_2,-0.09297244252275103
Yogurt_0,-0.24043123111255224
YogurtSv_1,0.1308825858708405
YogurtSv_2,0.0
Salad_5,0.0
Salad_6,0.1225585978174752
SaladSv_2,0.0
SaladSv_3,0.2457764959517215
Dress_5,0.04953770023221248
Dress_6,0.029698512917600627
DressSv_1,0.0
DressSv_2,0.0
Tomato_3,0.0
Tomato_5,0.0
Tomato_6,0.0
TomatoSv_1,0.0
TomatoSv_2,0.0
Carrot_3,0.0
Carrot_4,-0.05061216968568908
Carrot_5,0.0
CarrotSv_1,0.0
CarrotSv_2,0.0510812463067009
Pepper_0,0.0
Pepper_3,0.0
PepperSv_1,0.0
PepperSv_2,0.0
Brocc_3,0.0
Brocc_4,0.0
BroccSv_1,0.0
BroccSv_2,0.0
BroccSv_3,0.0
Califl_1,0.0
Califl_3,0.0
Califl_4,-0.09355561549091734
CaliflSv_1,0.0
CaliflSv_2,0.0
Grnbn_3,0.0
Grnbn_4,0.0
GrnbnSv_1,0.0
GrnbnSv_2,0.0
Peas_2,0.010940142581516779
Peas_3,-0.13504838777470526
Peas_4,0.0
PeasSv_1,0.0
PeasSv_2,0.0
Slaw_0,0.0
Slaw_1,0.0
Slaw_2,0.0
Slaw_3,0.0
SlawSv_1,0.0
SlawSv_2,0.0
SumSq_0,0.0
SumSq_1,0.0
SumSq_2,0.0
SumSq_3,0.0
SumSqSv_1,0.0
